  229.000000	  334.000000	  453.000000	  306.000000
  527.000000	  238.000000	  144.000000	  352.000000
  547.000000	  238.000000	  229.000000	  337.000000
  488.000000	   93.000000	  198.000000	  338.000000
  530.000000	  384.000000	  591.000000	  252.000000
  323.000000	  400.000000	  307.000000	  338.000000
  458.000000	  401.000000	  195.000000	  386.000000
  221.000000	  323.000000	  434.000000	  346.000000
  273.000000	  366.000000	  501.000000	  393.000000
  320.000000	  402.000000	  529.000000	  237.000000
  275.000000	  347.000000	  409.000000	  439.000000
  281.000000	  347.000000	  329.000000	  386.000000
  479.000000	  326.000000	  198.000000	  320.000000
  384.000000	  174.000000	  594.000000	  260.000000
  291.000000	  360.000000	  579.000000	  241.000000
  219.000000	  323.000000	  372.000000	  341.000000
  289.000000	  333.000000	  265.000000	  160.000000
  225.000000	  333.000000	  566.000000	  434.000000
  434.000000	  361.000000	  163.000000	  319.000000
  326.000000	  390.000000	   96.000000	  319.000000
  376.000000	  360.000000	  119.000000	  342.000000
  507.000000	  332.000000	  378.000000	  319.000000
  286.000000	  331.000000	  413.000000	  209.000000
  556.000000	  368.000000	   86.000000	  217.000000
  431.000000	  262.000000	  327.000000	  286.000000
  607.000000	  374.000000	  579.000000	  239.000000
  383.000000	  363.000000	  511.000000	  286.000000
  228.000000	  213.000000	  258.000000	  349.000000
  334.000000	  213.000000	  256.000000	  349.000000
  281.000000	  362.000000	  159.000000	  316.000000
  220.000000	  336.000000	  195.000000	  370.000000
  276.000000	  366.000000	  544.000000	  233.000000
  541.000000	  217.000000	  408.000000	  371.000000
  352.000000	  355.000000	   98.000000	  320.000000
  509.000000	  333.000000	  308.000000	  344.000000
  318.000000	  401.000000	  452.000000	  312.000000
  377.000000	  363.000000	  104.000000	  357.000000
  592.000000	  320.000000	  144.000000	  332.000000
  323.000000	  335.000000	  542.000000	  231.000000
  322.000000	  384.000000	  146.000000	  333.000000
  320.000000	  357.000000	  199.000000	  376.000000
  217.000000	  237.000000	  152.000000	  333.000000
  302.000000	  237.000000	  251.000000	  345.000000
  231.000000	  335.000000	  484.000000	  308.000000
  596.000000	  292.000000	  458.000000	  286.000000
  282.000000	  360.000000	  483.600006	  307.200012
  271.200012	  333.600006	  510.000031	  285.600006
  322.800018	  350.400024	  326.400024	  285.600006
  451.200012	  300.000000	  590.400024	  252.000015
  351.600006	  354.000000	  561.600037	  236.400009
  487.200012	   92.400002	  298.800018	  337.200012
  219.600006	  336.000000	  367.200012	   86.400002
  273.600006	  346.800018	  190.800003	  387.600006
  354.000000	  351.600006	  594.000000	  259.200012
  423.600006	  351.600006	  163.200012	  319.200012
  382.800018	  363.600006	  548.400024	  420.000031
  528.000000	  382.800018	  447.600006	  283.200012
  217.200012	  237.600006	  153.600006	  334.800018
  273.600006	  366.000000	  265.200012	  159.600006
  543.600037	  388.800018	  578.400024	  238.800003
  322.800018	  334.800018	  196.800003	  320.400024
  247.200012	  361.200012	  561.600037	  240.000015
  322.800018	  399.600006	  308.400024	  248.400009
  382.800018	  174.000000	  226.800003	  339.600006
  546.000000	  238.800003	  194.400009	  386.400024
  290.400024	  361.200012	  199.200012	  376.800018
  535.200012	  328.800018	  412.800018	  210.000015
  326.400024	  390.000031	  250.800003	  344.400024
  543.600037	  328.800018	   85.200005	  217.200012
  290.400024	  333.600006	  328.800018	  385.200012
  433.200012	  361.200012	  177.600006	  219.600006
  571.200012	  361.200012	  144.000000	  332.400024
  457.200012	  402.000031	  516.000000	  405.600006
  220.800003	  322.800018	  141.600006	  319.200012
  225.600006	  332.400024	  162.000000	  346.800018
  285.600006	  331.200012	  433.200012	  345.600006
  555.600037	  368.400024	  577.200012	  232.800003
  591.600037	  325.200012	  432.000031	  349.200012
  430.800018	  261.600006	  373.200012	  352.800018
  433.200012	  351.600006	  378.000000	  319.200012
  478.800018	  326.400024	   86.400002	  307.200012
