  480.000000	  305.000000	  270.000000	  269.000000
  459.000000	  264.000000	  338.000000	  386.000000
  446.000000	  270.000000	   76.000000	  250.000000
  154.000000	  325.000000	  244.000000	  293.000000
  475.000000	  303.000000	  199.000000	  258.000000
  338.000000	  297.000000	  514.000000	  208.000000
  478.000000	  305.000000	  454.000000	  362.000000
  562.000000	  376.000000	  498.000000	  239.000000
  404.000000	  387.000000	  352.000000	  251.000000
  428.000000	  396.000000	  501.000000	  205.000000
  407.000000	  382.000000	  221.000000	  242.000000
  191.000000	  248.000000	  221.000000	  259.000000
  434.000000	  395.000000	  445.000000	  250.000000
  459.000000	  251.000000	  501.000000	  241.000000
  367.000000	  281.000000	  578.000000	  192.000000
  364.000000	  274.000000	  172.000000	  264.000000
  431.000000	  193.000000	  356.000000	  447.000000
  396.000031	  272.400024	  307.200012	  376.800018
  598.800049	  201.600006	  596.400024	  322.800018
  429.600006	  193.200012	  567.600037	  247.200012
  564.000000	  313.200012	  204.000015	  243.600006
  433.200012	  394.800018	  513.600037	  202.800003
  190.800003	  248.400009	  446.400024	  375.600006
  463.200012	  268.800018	  207.600006	  270.000000
  553.200012	  390.000031	  198.000015	  256.800018
  555.600037	  384.000000	   73.200005	  246.000015
  402.000031	  384.000000	  270.000000	  268.800018
  561.600037	  250.800003	  301.200012	  267.600006
  459.600006	  250.800003	  495.600006	  238.800003
  163.200012	  322.800018	  220.800003	  242.400009
  432.000031	  248.400009	  522.000000	  219.600006
  206.400009	  248.400009	  493.200012	  217.200012
  550.800049	  256.800018	   45.600002	  349.200012
  182.400009	  248.400009	  500.400024	  240.000015
  364.320007	  272.160004	  192.960007	  257.760010
  475.200012	  302.400024	  267.839996	  272.160004
  396.000031	  270.720001	  527.040039	  375.840027
  444.960022	  253.440002	  444.960022	  249.120010
  459.360016	  250.560013	  446.400024	  371.520020
  341.279999	  290.880005	  587.520020	  256.320007
  446.400024	  269.279999	  583.200012	  185.760010
  457.920013	  263.520020	  380.160004	  247.680008
  432.000031	  394.560028	  586.080017	  282.240021
  180.000000	  249.120010	   82.080002	  236.160004
  561.600037	  375.840027	  495.360016	  237.600006
  429.120026	  192.960007	  336.960022	  385.920013
  479.520020	  303.840027	  246.240005	  254.880005
  550.080017	  341.279999	  509.760010	  336.960022
  370.080017	  211.680008	  512.640015	  207.360016
  433.728027	  393.984039	  309.312042	  378.432037
  551.232056	  255.744019	  580.608032	  190.080017
  457.920044	  262.656036	  582.336060	  184.896011
  428.544037	  193.536011	  378.432037	  248.832031
  561.600037	  376.704041	  203.904022	  245.376022
  478.656036	  304.128021	  485.568054	  198.720016
  179.712021	  248.832031	  565.056030	  248.832031
  444.096039	  254.016022	  514.944031	  214.272018
  369.792023	  212.544022	  146.880020	  248.832031
  426.816040	  383.616028	  207.360016	  269.568024
  191.808014	  248.832031	  520.128052	  235.008026
  432.000031	  247.104019	  331.776031	  374.976044
  481.075256	  302.745636	  221.875229	  242.611237
  429.235260	  192.844833	  346.291260	  246.758438
  460.339264	  261.273651	  221.875229	  257.126434
  460.339264	  252.979233	  271.641632	  265.420837
  371.174438	  211.507233	  379.468842	  246.758438
  447.897675	  267.494446	  242.611237	  292.377655
  433.382446	  246.758438	  445.824066	  246.758438
  559.872070	  246.758438	  474.854462	  203.212830
  443.750458	  250.905640	  487.296082	  196.992035
  433.382446	  391.910461	  311.040039	  377.395264
  431.308868	  383.616058	  333.849640	  192.844833
  427.161652	  381.542450	  512.179260	  205.286423
  396.057648	  269.568024	  271.641632	  277.862427
  495.590485	  313.113647	  508.032074	  196.992035
  365.783112	  283.668549	  189.112366	  246.343735
  365.783112	  268.738617	  475.269226	  204.042282
  413.061218	  393.154663	  363.294800	  248.832062
  427.991150	  194.089005	  266.250305	  273.715271
  430.479462	  393.154663	  311.040070	  378.224731
  405.596252	  385.689697	  530.012268	  375.736420
  502.640747	  320.993347	   99.532822	  246.343735
  370.759766	  211.507248	  221.460526	  256.297028
  447.897705	  268.738647	  450.883698	  241.864777
  432.967804	  244.850754	  217.976898	  262.766663
  409.079926	  385.192047	  486.715515	  232.906815
  501.645447	  304.570435	  331.444305	  194.089020
  367.276123	  268.738647	  495.673462	  206.032959
  426.995819	  194.089020	  271.724609	  271.724609
  370.262115	  212.004913	   98.537498	  244.850754
  501.645447	  322.486359	  474.771576	  206.032959
  451.480927	  265.155457	  179.159088	  257.989105
  426.398651	  193.491821	  501.645447	  193.491821
  440.731354	  250.822723	  365.484558	  247.239548
  501.645447	  311.736816	  512.395020	  204.241364
  433.565002	  243.656372	  143.327271	  247.239548
